campaign_id,title,slug,source,github_path,category,status_directory,original_length_label,session_min,session_max,normalized_length,ip_status,duplicate_status,readiness_score,recommended_next_action,audit_confidence
ir-the-sky-thiefs-gambit,The Sky Thiefs Gambit,the-sky-thiefs-gambit,GitHub,campaign-ideas/Horror/the-sky-thiefs-gambit,Horror,Active/genre,,12,16,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-slime-sovereign,The Slime Sovereign,the-slime-sovereign,GitHub,campaign-ideas/Sci-Fi/the-slime-sovereign,Sci-Fi,Active/genre,,6,8,Short,Original/clear,Unreviewed,63,Manual editorial review,Medium
ir-the-soil-microbiome-wars,The Soil Microbiome Wars,the-soil-microbiome-wars,GitHub,campaign-ideas/Sci-Fi/the-soil-microbiome-wars,Sci-Fi,Active/genre,,20,20,Medium,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-the-song-of-redemption,The Song Of Redemption,the-song-of-redemption,GitHub,campaign-ideas/Sci-Fi/the-song-of-redemption,Sci-Fi,Active/genre,,10,12,Medium,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-the-spice-must-flow,The Spice Must Flow,the-spice-must-flow,GitHub,campaign-ideas/Sci-Fi/the-spice-must-flow,Sci-Fi,Active/genre,,12,15,Medium,Original/clear,Unreviewed,61,Manual editorial review,Medium
ir-the-spice-wars,The Spice Wars,the-spice-wars,GitHub,campaign-ideas/Sci-Fi/the-spice-wars,Sci-Fi,Active/genre,,35,35,Long,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-the-spire-ascendant,The Spire Ascendant,the-spire-ascendant,GitHub,campaign-ideas/Completed/Adventure/the-spire-ascendant,Adventure,Completed,,15,20,Medium,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-the-standard-bearer,The Standard Bearer,the-standard-bearer,GitHub,campaign-ideas/Sci-Fi/the-standard-bearer,Sci-Fi,Active/genre,,20,25,Long,Needs transformation,Unreviewed,53,Manual editorial review,Medium
ir-the-star-fallen-wound,The Star Fallen Wound,the-star-fallen-wound,GitHub,campaign-ideas/Horror/the-star-fallen-wound,Horror,Active/genre,,,,Unknown,Original/clear,Unreviewed,41,Manual editorial review,Medium
ir-the-starfall-outcasts,The Starfall Outcasts,the-starfall-outcasts,GitHub,campaign-ideas/Horror/the-starfall-outcasts,Horror,Active/genre,,10,12,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-starfall-rebellion,The Starfall Rebellion,the-starfall-rebellion,GitHub,campaign-ideas/Sci-Fi/the-starfall-rebellion,Sci-Fi,Active/genre,,15,18,Medium,Original/clear,Unreviewed,61,Manual editorial review,Medium
ir-the-stars-are-right,The Stars Are Right,the-stars-are-right,GitHub,campaign-ideas/Horror/the-stars-are-right,Horror,Active/genre,,10,12,Medium,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-the-storm-tithe,The Storm Tithe,the-storm-tithe,GitHub,campaign-ideas/Sci-Fi/the-storm-tithe,Sci-Fi,Active/genre,,,,Unknown,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-the-stuffing-within,The Stuffing Within,the-stuffing-within,GitHub,campaign-ideas/Horror/the-stuffing-within,Horror,Active/genre,,24,24,Long,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-sunken-crown,The Sunken Crown,the-sunken-crown,GitHub,campaign-ideas/Horror/the-sunken-crown,Horror,Active/genre,,18,18,Medium,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-the-sunken-kingdom-of-zancig,The Sunken Kingdom Of Zancig,the-sunken-kingdom-of-zancig,GitHub,campaign-ideas/Horror/the-sunken-kingdom-of-zancig,Horror,Active/genre,,,,Unknown,Original/clear,Unreviewed,44,Manual editorial review,Medium
ir-the-tall-mans-proxy,The Tall Mans Proxy,the-tall-mans-proxy,GitHub,campaign-ideas/Horror/the-tall-mans-proxy,Horror,Active/genre,,20,30,Long,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-the-tangent-universe,The Tangent Universe,the-tangent-universe,GitHub,campaign-ideas/Horror/the-tangent-universe,Horror,Active/genre,,15,20,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-tempests-gambit,The Tempests Gambit,the-tempests-gambit,GitHub,campaign-ideas/Horror/the-tempests-gambit,Horror,Active/genre,,,,Unknown,Original/clear,Unreviewed,44,Manual editorial review,Medium
ir-the-temporal-conspiracy,The Temporal Conspiracy,the-temporal-conspiracy,GitHub,campaign-ideas/Sci-Fi/the-temporal-conspiracy,Sci-Fi,Active/genre,,,,Unknown,Original/clear,Unreviewed,55,Manual editorial review,Medium
ir-the-temporal-paradox,The Temporal Paradox,the-temporal-paradox,GitHub,campaign-ideas/Sci-Fi/the-temporal-paradox,Sci-Fi,Active/genre,,8,10,Short,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-ten-pledges,The Ten Pledges,the-ten-pledges,GitHub,campaign-ideas/Sci-Fi/the-ten-pledges,Sci-Fi,Active/genre,,6,8,Short,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-the-ten-year-journey,The Ten Year Journey,the-ten-year-journey,GitHub,campaign-ideas/Sci-Fi/the-ten-year-journey,Sci-Fi,Active/genre,,30,30,Long,Original/clear,Unreviewed,55,Manual editorial review,Medium
ir-the-tenno-awakening,The Tenno Awakening,the-tenno-awakening,GitHub,campaign-ideas/Sci-Fi/the-tenno-awakening,Sci-Fi,Active/genre,,,,Unknown,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-thirteenth-sign,The Thirteenth Sign,the-thirteenth-sign,GitHub,campaign-ideas/Sci-Fi/the-thirteenth-sign,Sci-Fi,Active/genre,,16,16,Medium,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-the-three-banners-war,The Three Banners War,the-three-banners-war,GitHub,campaign-ideas/Horror/the-three-banners-war,Horror,Active/genre,,,,Unknown,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-three-hundred-shields,The Three Hundred Shields,the-three-hundred-shields,GitHub,campaign-ideas/Post-Apocalyptic/the-three-hundred-shields,Post-Apocalyptic,Active/genre,,20,20,Medium,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-the-timelords-companion,The Timelords Companion,the-timelords-companion,GitHub,campaign-ideas/Completed/Horror/the-timelords-companion,Horror,Completed,,12,15,Medium,Needs transformation,Unreviewed,70,Manual editorial review,Medium
ir-the-titan-vanguard,The Titan Vanguard,the-titan-vanguard,GitHub,campaign-ideas/Sci-Fi/the-titan-vanguard,Sci-Fi,Active/genre,,12,15,Medium,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-the-titans-awakening,The Titans Awakening,the-titans-awakening,GitHub,campaign-ideas/Horror/the-titans-awakening,Horror,Active/genre,,8,12,Medium,Original/clear,Unreviewed,61,Manual editorial review,Medium
ir-the-titans-dawn,The Titans Dawn,the-titans-dawn,GitHub,campaign-ideas/Horror/the-titans-dawn,Horror,Active/genre,,30,40,Long,Original/clear,Unreviewed,62,Manual editorial review,Medium
ir-the-tomb-of-eternal-dominion,The Tomb Of Eternal Dominion,the-tomb-of-eternal-dominion,GitHub,campaign-ideas/Horror/the-tomb-of-eternal-dominion,Horror,Active/genre,,8,8,Short,Original/clear,Unreviewed,66,Manual editorial review,Medium
ir-the-tower-of-binding,The Tower Of Binding,the-tower-of-binding,GitHub,campaign-ideas/Horror/the-tower-of-binding,Horror,Active/genre,,12,16,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-towers-fall,The Towers Fall,the-towers-fall,GitHub,campaign-ideas/Post-Apocalyptic/the-towers-fall,Post-Apocalyptic,Active/genre,,32,32,Long,Original/clear,Unreviewed,65,Manual editorial review,Medium
ir-the-town-of-wishes,The Town Of Wishes,the-town-of-wishes,GitHub,campaign-ideas/Sci-Fi/the-town-of-wishes,Sci-Fi,Active/genre,,20,25,Long,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-trapped-realm,The Trapped Realm,the-trapped-realm,GitHub,campaign-ideas/Horror/the-trapped-realm,Horror,Active/genre,,7,8,Short,Original/clear,Unreviewed,68,Manual editorial review,Medium
ir-the-tree-of-life,The Tree Of Life,the-tree-of-life,GitHub,campaign-ideas/Horror/the-tree-of-life,Horror,Active/genre,,27,27,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-the-tricksters-tournament,The Tricksters Tournament,the-tricksters-tournament,GitHub,campaign-ideas/Horror/the-tricksters-tournament,Horror,Active/genre,,20,30,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-the-trophy-hunter,The Trophy Hunter,the-trophy-hunter,GitHub,campaign-ideas/Horror/the-trophy-hunter,Horror,Active/genre,,6,8,Short,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-underground-stars,The Underground Stars,the-underground-stars,GitHub,campaign-ideas/Sci-Fi/the-underground-stars,Sci-Fi,Active/genre,,24,24,Long,Original/clear,Unreviewed,60,Manual editorial review,Medium
ir-the-undines-of-aqua-prima,The Undines Of Aqua Prima,the-undines-of-aqua-prima,GitHub,campaign-ideas/Sci-Fi/the-undines-of-aqua-prima,Sci-Fi,Active/genre,,10,15,Medium,Needs transformation,Unreviewed,53,Manual editorial review,Medium
ir-the-unexpected-guardian,The Unexpected Guardian,the-unexpected-guardian,GitHub,campaign-ideas/Horror/the-unexpected-guardian,Horror,Active/genre,,12,15,Medium,Original/clear,Unreviewed,63,Manual editorial review,Medium
ir-the-unwritten-war,The Unwritten War,the-unwritten-war,GitHub,campaign-ideas/Sci-Fi/the-unwritten-war,Sci-Fi,Active/genre,,35,35,Long,Original/clear,Unreviewed,54,Manual editorial review,Medium
ir-the-upside-down-protocol,The Upside Down Protocol,the-upside-down-protocol,GitHub,campaign-ideas/Horror/the-upside-down-protocol,Horror,Active/genre,,12,18,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-valley-of-lost-cousins,The Valley Of Lost Cousins,the-valley-of-lost-cousins,GitHub,campaign-ideas/Horror/the-valley-of-lost-cousins,Horror,Active/genre,,15,20,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-van-der-linde-legacy,The Van Der Linde Legacy,the-van-der-linde-legacy,GitHub,campaign-ideas/Horror/the-van-der-linde-legacy,Horror,Active/genre,,25,35,Long,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-vanishing-village,The Vanishing Village,the-vanishing-village,GitHub,campaign-ideas/Horror/the-vanishing-village,Horror,Active/genre,,6,8,Short,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-velveteen-gambit,The Velveteen Gambit,the-velveteen-gambit,GitHub,campaign-ideas/Horror/the-velveteen-gambit,Horror,Active/genre,,22,22,Long,Original/clear,Unreviewed,65,Manual editorial review,Medium
ir-the-verdant-codex,The Verdant Codex,the-verdant-codex,GitHub,campaign-ideas/Completed/Mystery/the-verdant-codex,Mystery,Completed,,,,Unknown,Original/clear,Unreviewed,61,Manual editorial review,Medium
ir-the-village-of-quiet-seasons,The Village Of Quiet Seasons,the-village-of-quiet-seasons,GitHub,campaign-ideas/Completed/Urban/the-village-of-quiet-seasons,Urban,Completed,,10,15,Medium,Original/clear,Unreviewed,77,Manual editorial review,Medium
ir-the-viral-curse,The Viral Curse,the-viral-curse,GitHub,campaign-ideas/Horror/the-viral-curse,Horror,Active/genre,,18,25,Long,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-virgin-queens-legacy,The Virgin Queens Legacy,the-virgin-queens-legacy,GitHub,campaign-ideas/Post-Apocalyptic/the-virgin-queens-legacy,Post-Apocalyptic,Active/genre,,,,Unknown,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-the-void-between,The Void Between,the-void-between,GitHub,campaign-ideas/Horror/the-void-between,Horror,Active/genre,,6,10,Short,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-void-knight-academy,The Void Knight Academy,the-void-knight-academy,GitHub,campaign-ideas/Historical/the-void-knight-academy,Historical,Active/genre,,7,7,Short,Original/clear,Unreviewed,61,Manual editorial review,Medium
ir-the-void-wanderers,The Void Wanderers,the-void-wanderers,GitHub,campaign-ideas/Horror/the-void-wanderers,Horror,Active/genre,,30,30,Long,Original/clear,Unreviewed,68,Manual editorial review,Medium
ir-the-vortex-throne,The Vortex Throne,the-vortex-throne,GitHub,campaign-ideas/Horror/the-vortex-throne,Horror,Active/genre,,,,Unknown,Original/clear,Unreviewed,47,Manual editorial review,Medium
ir-the-waking-reverie,The Waking Reverie,the-waking-reverie,GitHub,campaign-ideas/Horror/the-waking-reverie,Horror,Active/genre,,26,26,Long,Original/clear,Unreviewed,60,Manual editorial review,Medium
ir-the-walking-fortress,The Walking Fortress,the-walking-fortress,GitHub,campaign-ideas/Sci-Fi/the-walking-fortress,Sci-Fi,Active/genre,,10,14,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-wandering-hearth,The Wandering Hearth,the-wandering-hearth,GitHub,campaign-ideas/Sci-Fi/the-wandering-hearth,Sci-Fi,Active/genre,,10,12,Medium,Original/clear,Unreviewed,60,Manual editorial review,Medium
ir-the-wasteland-run,The Wasteland Run,the-wasteland-run,GitHub,campaign-ideas/Sci-Fi/the-wasteland-run,Sci-Fi,Active/genre,,6,8,Short,Original/clear,Unreviewed,62,Manual editorial review,Medium
ir-the-wasteland-sovereign,The Wasteland Sovereign,the-wasteland-sovereign,GitHub,campaign-ideas/Post-Apocalyptic/the-wasteland-sovereign,Post-Apocalyptic,Active/genre,,8,8,Short,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-the-watchmen-protocol,The Watchmen Protocol,the-watchmen-protocol,GitHub,campaign-ideas/Completed/Mystery/the-watchmen-protocol,Mystery,Completed,,10,12,Medium,Needs transformation,Unreviewed,63,Manual editorial review,Medium
ir-the-way-of-the-beskar,The Way Of The Beskar,the-way-of-the-beskar,GitHub,campaign-ideas/Sci-Fi/the-way-of-the-beskar,Sci-Fi,Active/genre,,12,15,Medium,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-the-way-of-the-sword,The Way Of The Sword,the-way-of-the-sword,GitHub,campaign-ideas/Sci-Fi/the-way-of-the-sword,Sci-Fi,Active/genre,,,,Unknown,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-the-wckd-protocol,The Wckd Protocol,the-wckd-protocol,GitHub,campaign-ideas/Horror/the-wckd-protocol,Horror,Active/genre,,12,15,Medium,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-the-weather-weavers,The Weather Weavers,the-weather-weavers,GitHub,campaign-ideas/Completed/Historical/the-weather-weavers,Historical,Completed,,,,Unknown,Original/clear,Unreviewed,71,Manual editorial review,Medium
ir-the-web-of-infinite-champions,The Web Of Infinite Champions,the-web-of-infinite-champions,GitHub,campaign-ideas/Horror/the-web-of-infinite-champions,Horror,Active/genre,,,,Unknown,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-weeping-womans-curse,The Weeping Womans Curse,the-weeping-womans-curse,GitHub,campaign-ideas/Horror/the-weeping-womans-curse,Horror,Active/genre,,10,15,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-wendigo-hunger,The Wendigo Hunger,the-wendigo-hunger,GitHub,campaign-ideas/Horror/the-wendigo-hunger,Horror,Active/genre,,10,15,Medium,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-the-wheel-of-naraka,The Wheel Of Naraka,the-wheel-of-naraka,GitHub,campaign-ideas/Sci-Fi/the-wheel-of-naraka,Sci-Fi,Active/genre,,20,26,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-the-white-leviathan,The White Leviathan,the-white-leviathan,GitHub,campaign-ideas/Horror/the-white-leviathan,Horror,Active/genre,,,,Unknown,Original/clear,Unreviewed,38,Manual editorial review,Medium
ir-the-white-wolfs-hunt,The White Wolfs Hunt,the-white-wolfs-hunt,GitHub,campaign-ideas/Completed/Mystery/the-white-wolfs-hunt,Mystery,Completed,,25,35,Long,Needs transformation,Unreviewed,60,Manual editorial review,Medium
ir-the-winchester-chronicles,The Winchester Chronicles,the-winchester-chronicles,GitHub,campaign-ideas/Horror/the-winchester-chronicles,Horror,Active/genre,,12,15,Medium,Original/clear,Unreviewed,61,Manual editorial review,Medium
ir-the-winden-paradox,The Winden Paradox,the-winden-paradox,GitHub,campaign-ideas/Horror/the-winden-paradox,Horror,Active/genre,,12,15,Medium,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-the-wipe-cycle,The Wipe Cycle,the-wipe-cycle,GitHub,campaign-ideas/Completed/Post-Apocalyptic/the-wipe-cycle,Post-Apocalyptic,Completed,,12,15,Medium,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-the-wires-game,The Wires Game,the-wires-game,GitHub,campaign-ideas/Completed/Mystery/the-wires-game,Mystery,Completed,,30,40,Long,Original/clear,Unreviewed,67,Manual editorial review,Medium
ir-the-worldbreaker-tremors,The Worldbreaker Tremors,the-worldbreaker-tremors,GitHub,campaign-ideas/Sci-Fi/the-worldbreaker-tremors,Sci-Fi,Active/genre,,30,38,Long,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-the-worldspeaker-protocol,The Worldspeaker Protocol,the-worldspeaker-protocol,GitHub,campaign-ideas/Sci-Fi/the-worldspeaker-protocol,Sci-Fi,Active/genre,,10,12,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-wyld-timeways,The Wyld Timeways,the-wyld-timeways,GitHub,campaign-ideas/Sci-Fi/the-wyld-timeways,Sci-Fi,Active/genre,,,,Unknown,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-the-ymbryne-loop,The Ymbryne Loop,the-ymbryne-loop,GitHub,campaign-ideas/Horror/the-ymbryne-loop,Horror,Active/genre,,12,15,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-zodiac-curse,The Zodiac Curse,the-zodiac-curse,GitHub,campaign-ideas/Sci-Fi/the-zodiac-curse,Sci-Fi,Active/genre,,15,20,Medium,Original/clear,Unreviewed,65,Manual editorial review,Medium
ir-the-zodiac-eclipse,The Zodiac Eclipse,the-zodiac-eclipse,GitHub,campaign-ideas/Horror/the-zodiac-eclipse,Horror,Active/genre,,12,12,Medium,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-thieves-of-the-cognitive-palace,Thieves Of The Cognitive Palace,thieves-of-the-cognitive-palace,GitHub,campaign-ideas/Completed/Mystery/thieves-of-the-cognitive-palace,Mystery,Completed,,25,30,Long,Original/clear,Unreviewed,70,Manual editorial review,Medium
ir-threads-of-fate,Threads Of Fate,threads-of-fate,GitHub,campaign-ideas/Sci-Fi/threads-of-fate,Sci-Fi,Active/genre,,,,Unknown,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-threads-of-the-pattern,Threads Of The Pattern,threads-of-the-pattern,GitHub,campaign-ideas/Horror/threads-of-the-pattern,Horror,Active/genre,,,,Unknown,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-threshold-descent,Threshold Descent,threshold-descent,GitHub,campaign-ideas/Horror/threshold-descent,Horror,Active/genre,,25,35,Long,Original/clear,Unreviewed,65,Manual editorial review,Medium
ir-tides-of-fortune,Tides Of Fortune,tides-of-fortune,GitHub,campaign-ideas/Completed/Historical/tides-of-fortune,Historical,Completed,,10,12,Medium,Original/clear,Unreviewed,77,Manual editorial review,Medium
ir-tides-of-the-trident-throne,Tides Of The Trident Throne,tides-of-the-trident-throne,GitHub,campaign-ideas/Completed/Historical/tides-of-the-trident-throne,Historical,Completed,,30,30,Long,Original/clear,Unreviewed,70,Manual editorial review,Medium
ir-tinker-tailor-wizard-spy,Tinker Tailor Wizard Spy,tinker-tailor-wizard-spy,GitHub,campaign-ideas/Sci-Fi/tinker-tailor-wizard-spy,Sci-Fi,Active/genre,,24,24,Long,Original/clear,Unreviewed,60,Manual editorial review,Medium
ir-titans-of-steel,Titans Of Steel,titans-of-steel,GitHub,campaign-ideas/Horror/titans-of-steel,Horror,Active/genre,,30,40,Long,Original/clear,Unreviewed,60,Manual editorial review,Medium
ir-transhuman-ascension,Transhuman Ascension,transhuman-ascension,GitHub,campaign-ideas/Horror/transhuman-ascension,Horror,Active/genre,,27,27,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-treasure-hunt-of-the-damned,Treasure Hunt Of The Damned,treasure-hunt-of-the-damned,GitHub,campaign-ideas/Horror/treasure-hunt-of-the-damned,Horror,Active/genre,,15,20,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-twilight-of-the-nine-realms,Twilight Of The Nine Realms,twilight-of-the-nine-realms,GitHub,campaign-ideas/Completed/Historical/twilight-of-the-nine-realms,Historical,Completed,,15,20,Medium,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-velocity-1000,Velocity 1000,velocity-1000,GitHub,campaign-ideas/Sci-Fi/velocity-1000,Sci-Fi,Active/genre,,20,25,Long,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-violent-delights,Violent Delights,violent-delights,GitHub,campaign-ideas/Horror/violent-delights,Horror,Active/genre,,20,28,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-void-reavers,Void Reavers,void-reavers,GitHub,campaign-ideas/Sci-Fi/void-reavers,Sci-Fi,Active/genre,,30,30,Long,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-voyage-through-the-veins,Voyage Through The Veins,voyage-through-the-veins,GitHub,campaign-ideas/Sci-Fi/voyage-through-the-veins,Sci-Fi,Active/genre,,25,25,Long,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-wall-of-titans,Wall Of Titans,wall-of-titans,GitHub,campaign-ideas/Horror/wall-of-titans,Horror,Active/genre,,,,Unknown,Original/clear,Unreviewed,52,Manual editorial review,Medium
ir-walls-of-last-hope,Walls Of Last Hope,walls-of-last-hope,GitHub,campaign-ideas/Horror/walls-of-last-hope,Horror,Active/genre,,30,40,Long,Original/clear,Unreviewed,69,Manual editorial review,Medium
ir-walls-of-the-forsaken,Walls Of The Forsaken,walls-of-the-forsaken,GitHub,campaign-ideas/Horror/walls-of-the-forsaken,Horror,Active/genre,,25,35,Long,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-war-in-heaven,War In Heaven,war-in-heaven,GitHub,campaign-ideas/Completed/Intrigue/war-in-heaven,Intrigue,Completed,,15,20,Medium,Original/clear,Unreviewed,71,Manual editorial review,Medium
ir-war-of-seven-kingdoms,War Of Seven Kingdoms,war-of-seven-kingdoms,GitHub,campaign-ideas/Horror/war-of-seven-kingdoms,Horror,Active/genre,,5,7,Short,Needs transformation,Unreviewed,46,Manual editorial review,Medium
ir-war-of-the-elements,War Of The Elements,war-of-the-elements,GitHub,campaign-ideas/Completed/Historical/war-of-the-elements,Historical,Completed,,25,25,Long,Original/clear,Unreviewed,81,Manual editorial review,Medium
ir-war-of-the-pantheons,War Of The Pantheons,war-of-the-pantheons,GitHub,campaign-ideas/Sci-Fi/war-of-the-pantheons,Sci-Fi,Active/genre,,,,Unknown,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-warriors-of-the-celestial-tournament,Warriors Of The Celestial Tournament,warriors-of-the-celestial-tournament,GitHub,campaign-ideas/Sci-Fi/warriors-of-the-celestial-tournament,Sci-Fi,Active/genre,,22,30,Long,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-wasteland-of-athas,Wasteland Of Athas,wasteland-of-athas,GitHub,campaign-ideas/Sci-Fi/wasteland-of-athas,Sci-Fi,Active/genre,,18,22,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-wasteland-rebellion,Wasteland Rebellion,wasteland-rebellion,GitHub,campaign-ideas/Completed/Post-Apocalyptic/wasteland-rebellion,Post-Apocalyptic,Completed,,15,20,Medium,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-wavebreakers,Wavebreakers,wavebreakers,GitHub,campaign-ideas/Horror/wavebreakers,Horror,Active/genre,,26,26,Long,Original/clear,Unreviewed,63,Manual editorial review,Medium
ir-way-of-the-fading-blade,Way Of The Fading Blade,way-of-the-fading-blade,GitHub,campaign-ideas/Completed/Historical/way-of-the-fading-blade,Historical,Completed,,15,20,Medium,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-whalefall-conspiracy,Whalefall Conspiracy,whalefall-conspiracy,GitHub,campaign-ideas/Horror/whalefall-conspiracy,Horror,Active/genre,,30,30,Long,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-wheel-of-dharma,Wheel Of Dharma,wheel-of-dharma,GitHub,campaign-ideas/Completed/Post-Apocalyptic/wheel-of-dharma,Post-Apocalyptic,Completed,,16,22,Medium,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-wheel-of-fate,Wheel Of Fate,wheel-of-fate,GitHub,campaign-ideas/Horror/wheel-of-fate,Horror,Active/genre,,28,28,Long,Original/clear,Unreviewed,60,Manual editorial review,Medium
ir-when-magic-rises,When Magic Rises,when-magic-rises,GitHub,campaign-ideas/Horror/when-magic-rises,Horror,Active/genre,,20,25,Long,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-when-stars-walk,When Stars Walk,when-stars-walk,GitHub,campaign-ideas/Completed/Post-Apocalyptic/when-stars-walk,Post-Apocalyptic,Completed,,20,20,Medium,Needs transformation,Unreviewed,55,Manual editorial review,Medium
ir-when-stone-walks,When Stone Walks,when-stone-walks,GitHub,campaign-ideas/Horror/when-stone-walks,Horror,Active/genre,,25,35,Long,Original/clear,Unreviewed,60,Manual editorial review,Medium
ir-when-the-ice-comes,When The Ice Comes,when-the-ice-comes,GitHub,campaign-ideas/Horror/when-the-ice-comes,Horror,Active/genre,,28,36,Long,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-whips-and-relics,Whips And Relics,whips-and-relics,GitHub,campaign-ideas/Sci-Fi/whips-and-relics,Sci-Fi,Active/genre,,12,15,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-who-knows-what-evil,Who Knows What Evil,who-knows-what-evil,GitHub,campaign-ideas/Completed/Sci-Fi/who-knows-what-evil,Sci-Fi,Completed,,12,15,Medium,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-wildspace-corsairs,Wildspace Corsairs,wildspace-corsairs,GitHub,campaign-ideas/Completed/Sci-Fi/wildspace-corsairs,Sci-Fi,Completed,,18,24,Long,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-winds-of-fortune,Winds Of Fortune,winds-of-fortune,GitHub,campaign-ideas/Completed/Sci-Fi/winds-of-fortune,Sci-Fi,Completed,,36,36,Epic,Original/clear,Unreviewed,71,Manual editorial review,Medium
ir-wings-of-the-crows,Wings Of The Crows,wings-of-the-crows,GitHub,campaign-ideas/Completed/Sci-Fi/wings-of-the-crows,Sci-Fi,Completed,,15,20,Medium,Original/clear,Unreviewed,77,Manual editorial review,Medium
ir-wings-of-the-void,Wings Of The Void,wings-of-the-void,GitHub,campaign-ideas/Completed/Sci-Fi/wings-of-the-void,Sci-Fi,Completed,,24,24,Long,Original/clear,Unreviewed,88,Manual editorial review,Medium
ir-winters-ambassadors,Winters Ambassadors,winters-ambassadors,GitHub,campaign-ideas/Completed/Mystery/winters-ambassadors,Mystery,Completed,,3,3,Micro/one-shot,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-wired-souls,Wired Souls,wired-souls,GitHub,campaign-ideas/Completed/Horror/wired-souls,Horror,Completed,,28,28,Long,Original/clear,Unreviewed,81,Manual editorial review,Medium
ir-wrath-of-achilles,Wrath Of Achilles,wrath-of-achilles,GitHub,campaign-ideas/Completed/Horror/wrath-of-achilles,Horror,Completed,,3,3,Micro/one-shot,Original/clear,Unreviewed,70,Manual editorial review,Medium
